# poeAI opening book v1
# format: prefix_usi_moves|bestmove|count
# empty prefix means startpos
7g7f 3c3d 2g2f 4c4d 2f2e 2b3c 3i4h 8b2b 5i6h 3a4b|6h7h|62
7g7f 4a3b 2g2f 3c3d 2f2e 8c8d 5i5h 8d8e 2e2d 2c2d|2h2d|62
2g2f 4a3b 2f2e 8c8d 2e2d 2c2d 2h2d P*2c 2d2f 8d8e|3i3h|61
2g2f 4a3b 2f2e 8c8d 7g7f 8d8e 6i7h 8e8f 8g8f 8b8f|2e2d|61
2g2f 8c8d 2f2e 8d8e 9g9f 4a3b 6i7h 7a7b 3i3h 1c1d|3g3f|61
2g2f 8c8d 7g7f 8d8e 8h7g 3c3d 7i8h 4a3b 3g3f 7a6b|3i4h|61
7g7f 5a6b 2h7h 8b7b 7f7e 3a4b 5i4h 4a5b 7h7f 4b5a|7f2f|61
2g2f 3c3d 7g7f 4c4d 3i4h 9c9d 5i6h 3a3b 4i5h 3b4c|2f2e|60
7g7f 3c3d 6g6f 8c8d 2h6h 8d8e 8h7g 7a6b 5i4h 5a4b|4h3h|60
7g7f 4a3b 2g2f 8c8d 6i7h 8d8e 8h7g 3c3d 7i6h 3a4b|7g2b+|60
7g7f 8c8d 2g2f 3c3d 2f2e 8d8e 2e2d 2c2d 2h2d 4a3b|6i7h|60
2g2f 3c3d 7g7f 8c8d 2f2e 8d8e 2e2d 2c2d 2h2d 2b8h+|7i8h|59
2g2f 3c3d 7g7f 9c9d 2f2e 9d9e 5i6h 4a3b 2e2d 2c2d|2h2d|59
2g2f 8c8d 2f2e 8d8e 9g9f 4a3b 3i3h 7a7b 6i7h 5a5b|2e2d|59
2g2f 8c8d 7g7f 4a3b 2f2e 8d8e 8h7g 3c3d 6g6f 2b3c|1g1f|59
5g5f 8c8d 7g7f 8d8e 8h7g 3c3d 2h8h 5a4b 5i4h 1c1d|1g1f|59
5i6h 8c8d 6i7h 8d8e 2h5h 5a4b 3i2h 4b3b 4i4h 8e8f|8g8f|59
6i7h 8c8d 2g2f 8d8e 2f2e 4a3b 3i3h 7a7b 9g9f 9c9d|5i6h|59
7g7f 3c3d 2g2f 4a3b 2f2e 2b8h+ 7i8h 3a2b 8h7g 2b3c|3i4h|59
7g7f 4a3b 2g2f 8c8d 2f2e 3c3d 5i5h 8d8e 2e2d 2c2d|2h2d|59
7g7f 8c8d 6i7h 4a3b 2g2f 8d8e 8h7g 3c3d 7i8h 2b7g+|8h7g|59
2g2f 3c3d 7g7f 4c4d 3i4h 3a3b 5i6h 3b4c 4i5h 9c9d|2f2e|58
2g2f 4a3b 7g7f 8c8d 2f2e 8d8e 8h7g 3c3d 7i7h 2b7g+|7h7g|58
2g2f 8c8d 2f2e 4a3b 7g7f 8d8e 8h7g 3c3d 7i8h 5a4b|2e2d|58
2g2f 8c8d 2f2e 8d8e 2e2d 2c2d 7g7f 4a3b 2h2d P*2c|2d2f|58
2g2f 8c8d 2f2e 8d8e 9g9f 4a3b 6i7h 5a5b 3i3h 7c7d|2e2d|58
7g7f 4a3b 2g2f 8c8d 6i7h 8d8e 8h7g 3c3d 7i8h 2b7g+|8h7g|58
7g7f 8b5b 2g2f 5a6b 2f2e 3c3d 8h2b+ 5b2b B*6e 6b7b|6e4c+|58
7g7f 8b5b 2g2f 5a6b 2f2e 3c3d 9g9f 5c5d 9f9e 5d5e|5i6h|58
7g7f 8b5b 7f7e 3c3d 2h7h 2b8h+ 7i8h B*4e B*5f 4e2g+|5f8c+|58
7g7f 8c8d 7i7h 3c3d 6g6f 7a6b 2h6h 5a4b 5i4h 4b3b|4h3h|58
2g2f 3c3d 7g7f 9c9d 2f2e 2b8h+ 7i8h 3a2b 8h7g 2b3c|5i6h|57
2g2f 4a3b 7g7f 8c8d 6i7h 8d8e 8h7g 3c3d 7i6h 4c4d|4g4f|57
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i3h 9c9d 9g9f 3c3d|2e2d|57
7g7f 3c3d 2g2f 8c8d 2f2e 8d8e 2e2d 2c2d 2h2d 2b8h+|7i8h|57
7g7f 4a3b 2g2f 9c9d 2f2e 9d9e 2e2d 2c2d 2h2d P*2c|2d2h|57
2g2f 3c3d 7g7f 4c4d 3i4h 8b4b 2f2e 2b3c 5i6h 9c9d|9g9f|56
2g2f 3c3d 7g7f 4c4d 3i4h 9c9d 5i6h 9d9e 4i5h 8b4b|5g5f|56
2g2f 8c8d 6i7h 8d8e 2f2e 4a3b 3i3h 7a7b 2e2d 2c2d|2h2d|56
5i6h 8c8d 4i5i 8d8e 3i4h 8e8f 8g8f 8b8f 6i7h P*8g|P*8b|56
2g2f 3c3d 5i6h 8c8d 7g7f 8d8e 6i7h 8e8f 8g8f 8b8f|8h2b+|55
2g2f 3c3d 7g7f 4c4d 2f2e 2b3c 3i4h 3a3b 5g5f 3b4c|5i6h|55
2g2f 4a3b 2f2e 8c8d 6i7h 8d8e 2e2d 2c2d 2h2d P*2c|2d2f|55
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i4h 7a7b 7g7f 8e8f|8g8f|55
2g2f 8c8d 6i7h 8d8e 2f2e 4a3b 3i3h 7a7b 1g1f 1c1d|9g9f|55
7g7f 3c3d 2g2f 4c4d 2f2e 2b3c 3i4h 8c8d 7i7h 8d8e|8h7g|55
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i8h 4c4d 2f2e 2b3c|3i4h|55
7g7f 8c8d 5g5f 8d8e 8h7g 3c3d 5f5e 7a6b 2h5h 5a4b|5i4h|55
2g2f 3c3d 7g7f 4a3b 2f2e 8c8d 6i7h 2b8h+ 7i8h 3a2b|3i3h|54
2g2f 4a3b 7g7f 8c8d 6i7h 8d8e 8h7g 3c3d 7i8h 4c4d|2f2e|54
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 1g1f 8e8f 8g8f 8b8f|P*8g|54
2g2f 8c8d 2f2e 8d8e 7g7f 3c3d 2e2d 2c2d 2h2d P*2h|2d2h|54
2g2f 8c8d 2f2e 8d8e 7g7f 4a3b 8h7g 3c3d 7i6h 2b7g|6h7g|54
2h7h 1c1d 1g1f 3c3d 5i4h 2b3c 3i3h 8b2b 7g7f 2c2d|3g3f|54
6i7h 3c3d 7g7f 8c8d 2g2f 8d8e 2f2e 4a3b 2e2d 2c2d|2h2d|54
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i7h 4a3b 3i3h 7a6b|2f2e|54
7g7f 8c8d 6i7h 3c3d 2g2f 4a3b 2f2e 8d8e 2e2d 2c2d|2h2d|54
7g7f 8c8d 7i6h 3c3d 6h7g 7a6b 2g2f 3a3b 2f2e 3b3c|3g3f|54
7g7f 8c8d 7i6h 3c3d 6h7g 7c7d 2g2f 6c6d 2f2e 4a3b|6i7h|54
2g2f 3c3d 7g7f 4c4d 2f2e 2b3c 3i4h 8b2b 5i6h 5a6b|6h7h|53
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i3h 3c3d 2e2d 2c2d|2h2d|53
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i3h 9c9d 9g9f 1c1d|3g3f|53
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i4h 3c3d 5i6i 2b3c|7g7f|53
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 9g9f 7a7b 3i3h 3c3d|2e2d|53
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 9g9f 9c9d 3i3h 7a7b|5i6h|53
2g2f 8c8d 2f2e 8d8e 7g7f 4a3b 8h7g 3c3d 7i8h 5a4b|2e2d|53
7g7f 3c3d 2g2f 4c4d 3i4h 8b3b 2f2e 2b3c 5i6h 3a4b|6h7h|53
7g7f 5a4b 2g2f 3c3d 2f2e 4a3b 6i7h 8c8d 2e2d 2c2d|2h2d|53
7g7f 8b5b 2g2f 5a6b 2f2e 3c3d 5i6h 6b7b 3i4h 7b8b|6h7h|53
7g7f 8b5b 2h7h 5a6b 7f7e 6b7b 5i4h 5c5d 3i3h 7b8b|4h3i|53
7g7f 8c8d 2g2f 4a3b 6i7h 3c3d 2f2e 8d8e 2e2d 2c2d|2h2d|53
7g7f 8c8d 6i7h 8d8e 8h7g 3c3d 7i6h 4a3b 2g2f 2b7g+|6h7g|53
7g7f 8c8d 7i6h 3c3d 6h7g 7a6b 5g5f 5c5d 3i4h 3a4b|4i5h|53
7g7f 8c8d 7i6h 4a3b 2g2f 3c3d 6h7g 3a4b 2f2e 4b3c|3g3f|53
2g2f 3c3d 7g7f 4c4d 2f2e 2b3c 3g3f 3a3b 3i4h 3b4c|5i6h|52
2g2f 3c3d 7g7f 4c4d 2f2e 2b3c 3g3f 3a4b 3i4h 4b4c|5i6h|52
2g2f 3c3d 7g7f 4c4d 2f2e 2b3c 3i4h 8b4b 5i6h 7a7b|5g5f|52
2g2f 3c3d 7g7f 4c4d 3i4h 3a3b 2f2e 2b3c 5i6h 8b4b|5g5f|52
2g2f 3c3d 7g7f 4c4d 3i4h 9c9d 2f2e 2b3c 5i6h 3a4b|3g3f|52
2g2f 3c3d 7g7f 9c9d 2f2e 8b4b 9g9f 5a6b 5i6h 2b8h+|7i8h|52
2g2f 8c8d 2f2e 4a3b 7g7f 8d8e 8h7g 3c3d 7i8h 2b3c|7g3c+|52
2g2f 8c8d 2f2e 8d8e 9g9f 4a3b 3i3h 3c3d 2e2d 2c2d|2h2d|52
2g2f 8c8d 2f2e 8d8e 9g9f 4a3b 6i7h 3c3d 2e2d 2c2d|2h2d|52
2g2f 8c8d 7g7f 3c3d 2f2e 8d8e 6i7h 8e8f 8g8f 8b8f|2e2d|52
2g2f 8c8d 7g7f 4a3b 2f2e 8d8e 6i7h 8e8f 8g8f 8b8f|2e2d|52
6i7h 8c8d 2g2f 8d8e 2f2e 4a3b 3i3h 7a7b 9g9f 1c1d|3g3f|52
7g7f 3c3d 2g2f 4a3b 6i7h 5a4b 2f2e 8c8d 2e2d 2c2d|2h2d|52
7g7f 3c3d 2g2f 8c8d 2f2e 4a3b 6i7h 2b8h+ 7i8h 3a2b|3i3h|52
7g7f 8b5b 3i4h 5a6b 5i6h 6b7b 2g2f 7b8b 2f2e 3c3d|9g9f|52
2g2f 3c3d 2f2e 2b3c 5i6h 8b2b 7g7f 3a4b 6h7h 5a6b|3i4h|51
2g2f 3c3d 7g7f 8b4b 2f2e 5a6b 5i6h 2b8h+ 7i8h 3a2b|9g9f|51
2g2f 8c8d 2f2e 4a3b 7g7f 3c3d 6i7h 8d8e 2e2d 2c2d|2h2d|51
2g2f 8c8d 6i7h 8d8e 2f2e 4a3b 3i3h 7a7b 9g9f 1c1d|3g3f|51
2g2f 8c8d 7g7f 4a3b 6i7h 8d8e 8h7g 3c3d 7i8h 3a4b|7g2b+|51
6i7h 8c8d 2g2f 8d8e 2f2e 4a3b 3i3h 7a7b 9g9f 5a5b|2e2d|51
6i7h 8c8d 2g2f 8d8e 2f2e 4a3b 9g9f 7a7b 3i3h 5a5b|2e2d|51
6i7h 8c8d 2g2f 8d8e 2f2e 4a3b 9g9f 7a7b 3i3h 9c9d|5i6h|51
7g7f 3c3d 6g6f 8c8d 7i7h 8d8e 8h7g 7a6b 7h6g 5a4b|1g1f|51
7g7f 8b5b 2h7h 5a6b 5i4h 6b7b 7f7e 5c5d 4h3h 7b8b|3h2h|51
7g7f 8b5b 2h7h 5a6b 7f7e 6b7b 5i4h 7b8b 3i3h 5c5d|4h3i|51
7g7f 8c8d 2g2f 4a3b 6i7h 8d8e 8h7g 3c3d 7i6h 3a4b|7g2b+|51
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i8h 4a3b 2f2e 2b3c|7g3c+|51
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i8h 4a3b 3i4h 2b7g+|8h7g|51
2g2f 3c3d 7g7f 4c4d 3i4h 3a3b 5i6h 3b4c 2f2e 2b3c|3g3f|50
2g2f 3c3d 7g7f 4c4d 3i4h 8c8d 2f2e 2b3c 3g3f 3a3b|8h7g|50
2g2f 3c3d 7g7f 4c4d 3i4h 8c8d 2f2e 2b3c 8h7g 3a3b|3g3f|50
2g2f 3c3d 7g7f 8c8d 2f2e 8d8e 2e2d 2c2d 2h2d 8e8f|8g8f|50
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i4h 3c3d 2e2d 2c2d|2h2d|50
2h7h 8c8d 7g7f 8d8e 8h7g 3c3d 6g6f 1c1d 1g1f 6a5b|3i3h|50
7g7f 3c3d 2g2f 4c4d 2f2e 2b3c 3i4h 8b4b 9g9f 9c9d|5i6h|50
7g7f 3c3d 2g2f 4c4d 2f2e 2b3c 3i4h 9c9d 5i6h 8b4b|6h7h|50
7g7f 4a3b 2g2f 1c1d 1g1f 3c3d 2f2e 8c8d 6i7h 8d8e|2e2d|50
7g7f 4a3b 2g2f 7a6b 2f2e 8c8d 6i7h 1c1d 8h7g 6c6d|3i3h|50
7g7f 4a3b 2g2f 7c7d 2f2e 8b7b 2e2d 2c2d 2h2d 1c1d|2d2e|50
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i8h 4a3b 6i7h 3a4b|7g2b+|50
2g2f 3c3d 7g7f 4c4d 3i4h 8b4b 9g9f 9c9d 5g5f 7a7b|5i6h|49
2g2f 3c3d 7g7f 4c4d 3i4h 9c9d 5i6h 3a4b 2f2e 2b3c|3g3f|49
2g2f 8c8d 7g7f 4a3b 6i7h 3c3d 2f2e 8d8e 2e2d 2c2d|2h2d|49
5g5f 3c3d 2h5h 8c8d 5f5e 5a4b 5i4h 4b3b 7g7f 7a6b|1g1f|49
7g7f 3c3d 2g2f 4c4d 3i4h 8b4b 9g9f 9c9d 5i6h 7a7b|5g5f|49
7g7f 4a3b 2g2f 8c8d 7i6h 3c3d 6h7g 3a4b 2f2e 4b3c|3g3f|49
7g7f 8c8d 2g2f 4a3b 2f2e 3c3d 6i7h 8d8e 2e2d 2c2d|2h2d|49
7g7f 8c8d 6i7h 8d8e 8h7g 3c3d 7i6h 4c4d 4g4f 4a3b|3i4h|49
2g2f 4a3b 2f2e 8c8d 5i5h 8d8e 7g7f 8e8f 8g8f 8b8f|6i7h|48
2g2f 8c8d 2f2e 3c3d 2e2d 2c2d 2h2d 8d8e 6i7h 4a3b|3i3h|48
2g2f 8c8d 2f2e 8d8e 9g9f 4a3b 6i7h 8e8f 8g8f 8b8f|P*8g|48
2g2f 8c8d 6i7h 8d8e 2f2e 4a3b 3i3h 7a7b 9g9f 8e8f|8g8f|48
7g7f 8b5b 5g5f 5a6b 5i6h 6b7b 6h7h 3c3d 2g2f 7b8b|2f2e|48
7g7f 8c8d 2g2f 3c3d 6i7h 8d8e 2f2e 4a3b 2e2d 2c2d|2h2d|48
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i7h 2b7g+ 7h7g 3a4b|3i3h|48
2g2f 3c3d 7g7f 4c4d 3i4h 9c9d 9g9f 3a3b 2f2e 2b3c|5i6h|47
2g2f 3c3d 7g7f 4c4d 7i7h 8b4b 2f2e 2b3c 9g9f 5a6b|9f9e|47
2g2f 8c8d 7g7f 8d8e 8h7g 3c3d 7i8h 4a3b 3i3h 4c4d|2f2e|47
2h7h 1c1d 1g1f 5c5d 7g7f 3a4b 3i3h 4b5c 5i4h 3c3d|4h3i|47
7g7f 4a3b 6i7h 8c8d 2g2f 8d8e 8h7g 3c3d 7i8h 4c4d|2f2e|47
7g7f 8b5b 2h7h 5a6b 5i4h 6b7b 3i3h 7b8b 7f7e 5c5d|4h3i|47
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i8h 4a3b 3i3h 4c4d|2f2e|47
2g2f 3c3d 7g7f 9c9d 2f2e 2b8h+ 7i8h 9d9e 5i6h 3a2b|3i4h|46
2g2f 8c8d 2f2e 3c3d 7g7f 4a3b 2e2d 2c2d 2h2d 8d8e|8h2b+|46
2h7h 1c1d 1g1f 3c3d 3i3h 2b3c 5i4h 8b2b 7g7f 2c2d|3g3f|46
7g7f 3c3d 1g1f 8c8d 1f1e 8d8e 8h2b+ 3a2b 7i8h 5a4b|8h7g|46
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i8h 5a4b 2f2e 4a3b|2e2d|46
7g7f 8c8d 7i6h 3c3d 6h7g 8d8e 2g2f 7c7d 2f2e 8a7c|6i7h|46
2g2f 3c3d 7g7f 4c4d 3i4h 3a3b 5g5f 8b4b 5i6h 5a6b|6h7h|45
2g2f 4a3b 2f2e 8c8d 7g7f 8d8e 8h7g 3c3d 7i6h 8e8f|8g8f|45
2h7h 8c8d 7g7f 8d8e 8h7g 1c1d 1g1f 5a4b 6g6f 3c3d|3i3h|45
6i7h 8c8d 7g7f 8d8e 8h7g 3c3d 7i6h 4a3b 3i3h 7a6b|2g2f|45
7g7f 3c3d 2g2f 4c4d 2f2e 2b3c 3i4h 8b4b 5i6h 3a3b|5g5f|45
7g7f 4a3b 2g2f 8c8d 2f2e 8d8e 8h7g 3c3d 7i8h 3a4b|2e2d|45
7g7f 8c8d 6i7h 8d8e 8h7g 3c3d 7i6h 4a3b 3i4h 7a6b|3g3f|45
7g7f 8c8d 7i6h 3c3d 6g6f 8d8e 6h7g 5a4b 2g2f 3a3b|2f2e|45
2g2f 3c3d 7g7f 4c4d 3i4h 3a3b 2f2e 2b3c 5i6h 9c9d|4i5h|44
2g2f 3c3d 7g7f 4c4d 3i4h 8b3b 2f2e 2b3c 5i6h 9c9d|9g9f|44
2g2f 4a3b 7g7f 8c8d 6i7h 8d8e 8h7g 3c3d 7i8h 2b7g+|8h7g|44
2g2f 7a6b 2f2e 4a3b 7g7f 8c8d 2e2d 2c2d 2h2d P*2c|2d2h|44
2g2f 8c8d 2f2e 4a3b 7g7f 8d8e 8h7g 3c3d 7i8h 2b7g|8h7g|44
2g2f 8c8d 2f2e 4a3b 9g9f 8d8e 3i3h 8e8f 8g8f 8b8f|6i7h|44
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 2e2d 2c2d 2h2d 1c1d|2d2h|44
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i3h 7a7b 9g9f 5a4b|5i5h|44
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 9g9f 9c9d 3i3h 8e8f|8g8f|44
2g2f 8c8d 2f2e 8d8e 9g9f 4a3b 6i7h 7a7b 3i3h 9c9d|5i6h|44
2h7h 8c8d 7g7f 8d8e 8h7g 1c1d 1g1f 5a4b 6g6f 4b3b|5i4h|44
6i7h 3c3d 7g7f 8c8d 2g2f 4a3b 2f2e 8d8e 2e2d 2c2d|2h2d|44
7g7f 8b5b 3i4h 5a6b 5i6h 3c3d 8h2b+ 5b2b B*6e 7a7b|6e4c+|44
7g7f 8c8d 2g2f 8d8e 2f2e 4a3b 2e2d 2c2d 2h2d P*2c|2d2f|44
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i6h 4c4d 4g4f 4a3b|6i7h|44
7g7f 8c8d 7i6h 3c3d 6g6f 8d8e 6h7g 3a3b 6i7h 6c6d|2g2f|44
7g7f 8c8d 7i6h 7a6b 2g2f 3c3d 6h7g 3a4b 2f2e 4b3c|3g3f|44
7g7f 8c8d 7i7h 3c3d 7h7g 3a4b 2g2f 4a3b 2f2e 4b3c|3g3f|44
2g2f 3c3d 7g7f 4c4d 2f2e 2b3c 3i4h 8b4b 5i6h 5a6b|6h7h|43
2g2f 3c3d 7g7f 8c8d 6i7h 8d8e 2f2e 4a3b 2e2d 2c2d|2h2d|43
2g2f 4a3b 2f2e 7a6b 7g7f 8c8d 6i7h 1c1d 2e2d 2c2d|2h2d|43
2g2f 8c8d 2f2e 4a3b 2e2d 2c2d 6i7h 3b2c 7g7f 8d8e|3i3h|43
2g2f 8c8d 2f2e 8d8e 9g9f 4a3b 2e2d 2c2d 2h2d P*2c|2d2f|43
2g2f 8c8d 6i7h 8d8e 2f2e 4a3b 9g9f 9c9d 3i3h 8e8f|8g8f|43
2g2f 8c8d 7g7f 4a3b 7i6h 3c3d 6h7g 3a4b 2f2e 4b3c|6i7h|43
6i7h 8c8d 7g7f 4a3b 2g2f 8d8e 8h7g 3c3d 7i8h 4c4d|2f2e|43
7g7f 3c3d 2g2f 4c4d 3i4h 8b4b 9g9f 9c9d 5g5f 7a7b|5i6h|43
7g7f 3c3d 2g2f 5c5d 2f2e 8b5b 5i6h 5d5e 6h7h 2b3c|3i4h|43
7g7f 3c3d 2g2f 8c8d 6i7h 4a3b 2f2e 8d8e 2e2d 2c2d|2h2d|43
7g7f 4a3b 5g5f 3c3d 5f5e 3a4b 2h5h 8b5b 5i4h 5c5d|5e5d|43
7g7f 8c8d 2g2f 3c3d 2f2e 4a3b 5i5h 7a6b 2e2d 2c2d|2h2d|43
7g7f 8c8d 2g2f 4a3b 2f2e 8d8e 8h7g 3c3d 7i8h 3a4b|2e2d|43
2g2f 3c3d 7g7f 4c4d 2f2e 2b3c 3g3f 8b4b 5i6h 9c9d|9g9f|42
2g2f 3c3d 7g7f 4c4d 3i4h 8b3b 2f2e 2b3c 5i6h 3a4b|6h7h|42
2g2f 3c3d 7g7f 8b4b 3i4h 4c4d 5i6h 5a6b 6h7h 6b7b|5g5f|42
2g2f 3c3d 7g7f 9c9d 2f2e 9d9e 5i6h 2b8h 7i8h 3a2b|3i4h|42
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 9g9f 8e8f 8g8f 8b8f|P*8g|42
2h7h 8c8d 7g7f 1c1d 1g1f 5a4b 7i6h 3c3d 6g6f 8d8e|8h7g|42
2h7h 8c8d 7g7f 8d8e 8h7g 1c1d 1g1f 3c3d 6g6f 7a6b|3i3h|42
6i7h 4a3b 7g7f 3c3d 2g2f 5a4b 2f2e 8c8d 2e2d 2c2d|2h2d|42
7g7f 3c3d 5i6h 8c8d 6h7h 8d8e 3i4h 8e8f 8g8f 8b8f|8h2b+|42
7g7f 7a6b 2g2f 4a3b 2f2e 8c8d 2e2d 2c2d 2h2d P*2c|2d2h|42
7g7f 8c8d 2g2f 3c3d 2f2e 8d8e 2e2d 2c2d 2h2d 8e8f|8g8f|42
7g7f 8c8d 7i6h 3c3d 6g6f 8d8e 6h7g 6c6d 4i5h 6d6e|6f6e|42
1g1f 3c3d 7g7f 8c8d 6g6f 7a6b 1f1e 5a4b 2h6h 4b3b|7i7h|41
2g2f 3c3d 2f2e 2b3c 7g7f 4c4d 3i4h 8b4b 5i6h 9c9d|6h7h|41
2g2f 3c3d 5i6h 4a3b 3i3h 3a4b 4g4f 4b3c 7g7f 6a5b|7i7h|41
2g2f 3c3d 7g7f 4c4d 2f2e 2b3c 5i6h 3a4b 7i7h 4b4c|8h6f|41
2g2f 4a3b 7g7f 8c8d 6i7h 8d8e 8h7g 3c3d 7i6h 3a4b|7g2b+|41
2g2f 8c8d 2f2e 8d8e 6i7h 1c1d 3i3h 7a7b 9g9f 4a3b|3g3f|41
2g2f 8c8d 2f2e 8d8e 7g7f 3c3d 2e2d 2b8h+ 7i8h 2c2d|2h2d|41
2g2f 8c8d 7g7f 4a3b 2f2e 3c3d 6i7h 8d8e 2e2d 2c2d|2h2d|41
2g2f 8c8d 7g7f 4a3b 6i7h 8d8e 2f2e 8e8f 8g8f 8b8f|2e2d|41
7g7f 3c3d 2g2f 4c4d 3i4h 9c9d 2f2e 2b3c 5i6h 3a4b|3g3f|41
7g7f 5a4b 2g2f 4a3b 2f2e 3c3d 2e2d 2c2d 2h2d 8c8d|6i7h|41
7g7f 8b5b 5g5f 5a6b 5i6h 6b7b 6h7h 7b8b 2g2f 3c3d|2f2e|41
7g7f 8c8d 7i6h 3c3d 6g6f 8d8e 6h7g 6c6d 2g2f 7a6b|8h7i|41
2g2f 3c3d 7g7f 4c4d 2f2e 2b3c 5i6h 3a3b 3g3f 3b4c|3i4h|40
2g2f 4a3b 7g7f 8c8d 6i7h 8d8e 8h7g 3c3d 7i6h 2b7g+|6h7g|40
2g2f 8c8d 2f2e 8d8e 7g7f 4a3b 2e2d 2c2d 2h2d 8e8f|8g8f|40
2g2f 8c8d 2f2e 8d8e 7g7f 4a3b 8h7g 1c1d 2e2d 2c2d|2h2d|40
2g2f 8c8d 7g7f 8d8e 8h7g 3c3d 7i7h 4a3b 1g1f 4c4d|2f2e|40
2h7h 8c8d 7g7f 8d8e 8h7g 3c3d 6g6f 1c1d 1g1f 5c5d|7i6h|40
5g5f 8c8d 7g7f 8d8e 8h7g 3c3d 2h8h 1c1d 1g1f 2b7g+|8i7g|40
7g7f 8c8d 2g2f 4a3b 2f2e 3c3d 5i5h 2b8h+ 7i8h 3a2b|6i7h|40
1g1f 3c3d 1f1e 8c8d 6i7h 8d8e 2h1h 8e8f 8g8f 8b8f|7g7f|39
1g1f 8c8d 7g7f 3c3d 1f1e 8d8e 8h2b+ 3a2b 7i8h 5a4b|8h7g|39
1g1f 8c8d 7g7f 3c3d 1f1e 8d8e 8h2b+ 3a2b 7i8h 7a6b|8h7g|39
2g2f 4a3b 2f2e 8c8d 6i7h 8d8e 7g7f 8e8f 8g8f 8b8f|2e2d|39
2g2f 8c8d 6i7h 3c3d 7g7f 4a3b 2f2e 5a4b 2e2d 2c2d|2h2d|39
2h7h 3c3d 7i6h 8c8d 7g7f 8d8e 8h2b+ 3a2b 1g1f 1c1d|7h8h|39
2h7h 8c8d 7g7f 3c3d 7f7e 7a6b 6g6f 1c1d 1g1f 5a4b|5i4h|39
6i7h 8c8d 2g2f 8d8e 2f2e 4a3b 2e2d 2c2d 2h2d P*2c|2d2h|39
7g7f 3c3d 2g2f 4c4d 2f2e 2b3c 3i4h 3a4b 5i6h 9c9d|6h7h|39
7g7f 3c3d 2g2f 4c4d 3i4h 9c9d 9g9f 3a3b 4i5h 3b4c|5i6h|39
7g7f 7a6b 2g2f 4a3b 2f2e 8c8d 6i7h 1c1d 2e2d 2c2d|2h2d|39
7g7f 8c8d 6i7h 8d8e 2g2f 8e8f 8g8f 8b8f 2f2e 4a3b|2e2d|39
7g7f 8c8d 6i7h 8d8e 8h7g 3c3d 7i6h 4a3b 6g6f 3a4b|4g4f|39
2g2f 3c3d 7g7f 8c8d 6i7h 8d8e 5i6h 4a3b 2f2e 8e8f|8g8f|38
2g2f 3c3d 7g7f 9c9d 6i7h 4c4d 7i6h 9d9e 2f2e 2b3c|2e2d|38
2g2f 8c8d 6i7h 8d8e 2f2e 4a3b 1g1f 8e8f 8g8f 8b8f|P*8g|38
2g2f 8c8d 7g7f 4a3b 2f2e 8d8e 8h7g 3c3d 7i6h 2b3c|7g3c+|38
7g7f 8c8d 2g2f 8d8e 2f2e 4a3b 2e2d 2c2d 2h2d 8e8f|8g8f|38
7g7f 8c8d 2h6h 3c3d 6g6f 7a6b 5i4h 5a4b 4h3h 4b3b|7i7h|38
7g7f 8c8d 6i7h 8d8e 8h7g 3c3d 7i6h 4a3b 2g2f 4c4d|4g4f|38
7g7f 8c8d 7i6h 3c3d 6g6f 7a6b 5g5f 6c6d 6i7h 6b6c|3i4h|38
2g2f 3c3d 2f2e 2b3c 5i6h 8c8d 6i7h 4c4d 7g7f 7a6b|3i3h|37
2g2f 3c3d 7g7f 4a3b 2f2e 2b3c 2e2d 2c2d 6i7h 3c8h|7i8h|37
2g2f 3c3d 7g7f 4c4d 3i4h 9c9d 3g3f 3a3b 2f2e 2b3c|5i6h|37
2g2f 8b4b 2f2e 6c6d 2e2d 2c2d 2h2d 7c7d P*2c P*2h|3i2h|37
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 5i6i 8e8f 8g8f 8b8f|P*8g|37
5i6h 8c8d 6i7h 8d8e 2h5h 8e8f 8g8f 8b8f P*8g 8f8b|3i4h|37
6i7h 4a3b 2g2f 2c2d 2f2e 2d2e 2h2e P*2c P*2d 2c2d|2e2d|37
